NIM,JumlahSKS,Semester,IPK,Lulus
F31112265,80,5,2.765625,1
H31112266,80,5,2.84375,1
L11112008,80,5,2.84375,1
H41112276,80,5,2.8625,1
H31112012,80,5,2.9875,1
H31112028,80,5,3.021875,1
H21112284,80,5,3.03125,1
L22112902,80,5,3.059375,1
H11112276,80,5,3.06875,1
L22112901,80,5,3.1125,1
L22112267,80,5,3.13125,1
L22112604,80,5,3.13125,1
L22112011,80,5,3.1375,1
F21112119,80,5,3.28125,1
L22112102,80,5,3.3125,1
L22112272,80,5,3.31875,1
L22112605,80,5,3.33125,1
L22112275,80,5,3.3375,1
L22112260,80,5,3.34375,1
H31112265,80,5,3.346875,1
L22112103,80,5,3.353125,1
L22112253,80,5,3.3625,1
L22112269,80,5,3.39375,1
H22112278,80,5,3.421875,1
L22112258,80,5,3.43125,1
L22112004,80,5,3.440625,1
L22112001,80,5,3.478125,1
L22112607,80,5,3.509375,1
L22112276,80,5,3.5125,1
L24112906,80,5,3.51875,1
H22112282,80,5,3.54375,1
L23112272,80,5,3.559375,1
L22112280,80,5,3.63125,1
H22112267,80,5,3.653125,1
L22112251,80,5,3.66875,1
L22112007,80,5,3.675,1
H31112286,80,5,3.740625,1
F21112023,80,5,3.84375,1
L22112278,80,5,3.859375,1
I11116545,80,4,0.96875,0
I11115508,80,4,1.253125,0
N11113327,80,4,1.28125,0
N11113010,80,4,1.384375,0
N11115023,80,4,1.64375,0
E41116015,80,4,1.7375,0
G11114079,80,4,1.803125,0
F41114507,80,4,1.8125,0
L11114703,80,4,1.990625,0
E51113011,80,4,2.60625,1
J11112113,80,4,2.69375,1
F91116512,80,4,3.0375,1
H41112291,80,4,3.23125,1
B12116520,80,4,3.403125,1
G11111381,81,9,1.407407407,0
L11111269,81,9,1.456790123,0
F91111904,81,9,1.777777778,0
Q11112114,81,9,2.74382716,1
G41111269,81,8,2.37037037,1
L11111259,81,7,1.87962963,1
E51110262,81,7,2.12037037,1
D51112270,81,7,2.182098765,1
L11112262,81,7,2.50308642,1
D61112256,81,7,2.567901235,1
D61112252,81,7,2.595679012,1
N11112113,81,7,2.62962963,1
D21112251,81,7,2.685185185,1
G11112256,81,7,2.712962963,1
A11112289,81,7,2.740740741,1
D21112288,81,7,2.858024691,1
A21112902,81,7,3.296296296,1
G11109258,81,6,1.296296296,0
D11112283,81,6,2.37962963,1
B11111431,81,6,2.404320988,1
M11112002,81,6,2.444444444,1
H21115702,81,6,2.521604938,1
N11112318,81,6,2.604938272,1
D41113029,81,6,2.712962963,1
I11112031,81,6,2.882716049,1
D61112258,81,6,2.913580247,1
A21112024,81,6,2.925925926,1
G11112045,81,6,2.935185185,1
A11112258,81,6,2.972222222,1
A21112123,81,6,3.018518519,1
G11112285,81,6,3.083333333,1
A21112109,81,6,3.111111111,1
H22112253,81,6,3.62037037,1
I11112312,81,5,2.891975309,1
H41112951,81,5,3.024691358,1
H41112016,81,5,3.061728395,1
D42113024,81,5,3.089506173,1
G11112033,81,5,3.12962963,1
L24112909,81,5,3.132716049,1
D41113313,81,5,3.194444444,1
L23112011,81,5,3.25,1
A21112258,81,5,3.333333333,1
A11112007,81,5,3.37037037,1
H22112263,81,5,3.475308642,1
A11112267,81,5,3.527777778,1
H22112281,81,5,3.586419753,1
H22112005,81,5,3.595679012,1
H22112006,81,5,3.660493827,1
H22112003,81,5,3.679012346,1
H22112268,81,5,3.685185185,1
H22112287,81,5,3.706790123,1
H22112012,81,5,3.774691358,1
H22112277,81,5,3.87345679,1
D31115512,81,4,0.901234568,0
N11113016,81,4,1.342592593,0
F81114307,81,4,1.706790123,0
L23114023,81,4,1.780864198,0
H31115323,81,4,2.25308642,1
D22113019,81,4,2.484567901,1
L11114012,81,4,2.546296296,1
D12115019,81,4,2.685185185,1
D42113302,81,4,3.058641975,1
H13115515,81,4,3.061728395,1
D42113006,81,4,3.12962963,1
G11112340,81,4,3.212962963,1
D42113027,81,4,3.265432099,1
D42113028,81,4,3.283950617,1
D12113316,81,4,3.320987654,1
D42113026,81,4,3.336419753,1
D42113023,81,4,3.361111111,1
B11116642,81,4,3.666666667,1
B11115015,81,4,3.867283951,1
K11112309,82,10,2.298780488,1
N11112259,82,9,2.411585366,1
L24110270,82,8,0.698170732,0
D32113010,82,8,2.079268293,1
D33113309,82,8,2.176829268,1
D33113010,82,8,2.179878049,1
H11111253,82,8,2.37195122,1
F11112262,82,8,2.591463415,1
D11112906,82,8,2.707317073,1
E31112120,82,8,2.743902439,1
E12112112,82,7,0.073170732,0
D21111008,82,7,1.74695122,1
H12112106,82,7,2.085365854,1
D11112116,82,7,2.301829268,1
B11112108,82,7,2.56402439,1
F11112251,82,7,2.585365854,1
F11112904,82,7,3.146341463,1
M11111281,82,6,1.274390244,0
H11112284,82,6,2.073170732,1
H12111263,82,6,2.079268293,1
H11112286,82,6,2.091463415,1
H11112002,82,6,2.182926829,1
M11112288,82,6,2.219512195,1
B11112252,82,6,2.240853659,1
H11112273,82,6,2.31402439,1
C11111818,82,6,2.417682927,1
N11112256,82,6,2.609756098,1
D11111274,82,6,2.646341463,1
H31112010,82,6,2.74695122,1
N11112295,82,6,2.75,1
L21112009,82,6,2.798780488,1
H22112008,82,6,2.856707317,1
L23112012,82,6,2.966463415,1
H22112004,82,6,3.125,1
H31112294,82,6,3.167682927,1
H41112337,82,6,3.204268293,1
H31112020,82,6,3.207317073,1
L23112252,82,6,3.216463415,1
B11112919,82,6,3.283536585,1
L22112274,82,6,3.460365854,1
E41113309,82,6,3.670731707,1
M11112901,82,5,2.332317073,1
H11112010,82,5,2.609756098,1
H31112259,82,5,2.801829268,1
D41113512,82,5,2.838414634,1
H31112904,82,5,2.951219512,1
H31112276,82,5,2.981707317,1
H31112002,82,5,2.987804878,1
H31112257,82,5,3,1
L24112009,82,5,3,1
L22112009,82,5,3.12804878,1
L24112254,82,5,3.134146341,1
H31112270,82,5,3.167682927,1
H31112287,82,5,3.274390244,1
H31112267,82,5,3.31402439,1
L24112275,82,5,3.317073171,1
H31112021,82,5,3.320121951,1
H31112284,82,5,3.350609756,1
H22112273,82,5,3.359756098,1
L24112272,82,5,3.359756098,1
D42113311,82,5,3.399390244,1
D12113014,82,5,3.423780488,1
D42113034,82,5,3.429878049,1
H31112252,82,5,3.432926829,1
L24112266,82,5,3.457317073,1
H31112290,82,5,3.466463415,1
H31112004,82,5,3.49695122,1
H21112279,82,5,3.506097561,1
L24112904,82,5,3.521341463,1
H31112014,82,5,3.570121951,1
H31112015,82,5,3.707317073,1
H31112268,82,5,3.884146341,1
H41116518,82,4,1.161585366,0
G11113535,82,4,1.213414634,0
L21114306,82,4,1.521341463,0
A11116321,82,4,1.926829268,0
N11115006,82,4,1.942073171,0
D21116507,82,4,2.027439024,1
D51115028,82,4,2.365853659,1
M11114019,82,4,2.512195122,1
H12115027,82,4,2.527439024,1
D42113316,82,4,2.990853659,1
L22116020,82,4,3.021341463,1
D42113031,82,4,3.265243902,1
E13114303,82,4,3.37195122,1
D22116019,82,4,3.432926829,1
H31115023,82,4,3.68597561,1
D11112289,83,10,2.313253012,1
D41112109,83,9,1.069277108,0
O11112276,83,9,2.222891566,1
F21111114,83,9,2.331325301,1
D62111263,83,8,1.153614458,0
D41111320,83,8,1.418674699,0
D11110114,83,8,1.445783133,0
H12112266,83,8,1.734939759,0
A31112292,83,8,1.861445783,0
G21111912,83,8,2.042168675,1
D11112271,83,8,2.111445783,1
B11112023,83,8,2.334337349,1
F41112001,83,8,2.710843373,1
D21111294,83,7,0.560240964,0
D33113001,83,7,1.662650602,0
M11111311,83,7,1.774096386,0
D51112107,83,7,2.051204819,1
D52111277,83,7,2.253012048,1
D41113320,83,7,2.337349398,1
M11112269,83,7,2.701807229,1
L21112604,83,7,2.713855422,1
L21112012,83,7,2.734939759,1
H21112008,83,7,2.813253012,1
L21112259,83,7,2.93373494,1
H22112285,83,7,3.292168675,1
I21109270,83,6,0.725903614,0
D21112257,83,6,1.993975904,1
M11111345,83,6,2.045180723,1
D51112292,83,6,2.13253012,1
N11112901,83,6,2.448795181,1
A21112288,83,6,2.638554217,1
D11112106,83,6,2.686746988,1
D51112904,83,6,2.75,1
H31112001,83,6,2.813253012,1
H41112290,83,6,2.852409639,1
L24112268,83,6,2.885542169,1
D42113516,83,6,2.963855422,1
D42113509,83,6,2.984939759,1
L22112265,83,6,3.030120482,1
H31112285,83,6,3.048192771,1
L22112603,83,6,3.075301205,1
L22112262,83,6,3.126506024,1
L22112263,83,6,3.147590361,1
L22112003,83,6,3.352409639,1
E41113015,83,6,3.361445783,1
H11112259,83,5,3.051204819,1
D42113308,83,5,3.078313253,1
L22112606,83,5,3.180722892,1
H41112315,83,5,3.313253012,1
D42113503,83,5,3.448795181,1
E41113016,83,5,3.584337349,1
D61114009,83,4,0.909638554,0
I11114043,83,4,0.960843373,0
N11116539,83,4,1.602409639,0
A31115514,83,4,2.210843373,1
D11115520,83,4,2.397590361,1
H21116306,83,4,2.512048193,1
K11114015,83,4,2.548192771,1
C11116092,83,4,2.975903614,1
D42113038,83,4,3.105421687,1
D42113303,83,4,3.331325301,1
G21113511,83,4,3.334337349,1
D12113007,83,4,3.352409639,1
D12113026,83,4,3.40060241,1
D12113010,83,4,3.43373494,1
B12116526,83,4,3.506024096,1
H31113032,83,4,3.524096386,1
D12113304,83,4,3.56626506,1
D12113021,83,4,3.578313253,1
D12113302,83,4,3.587349398,1
D12113310,83,4,3.587349398,1
D12113019,83,4,3.903614458,1
D41111102,84,9,0.773809524,0
G11111034,84,9,1.151785714,0
M11111901,84,9,1.598214286,0
D41112111,84,8,1.116071429,0
D33113005,84,8,1.910714286,0
E41112255,84,8,2.107142857,1
L23110269,84,8,2.24702381,1
D41113311,84,8,2.839285714,1
G11110325,84,7,0.839285714,0
H12111256,84,7,1.366071429,0
I21110276,84,7,1.398809524,0
D31113505,84,7,1.979166667,0
O11112106,84,7,2.196428571,1
D32113009,84,7,2.276785714,1
D62113801,84,7,2.380952381,1
A11112109,84,7,2.446428571,1
N11112112,84,7,2.452380952,1
A21112909,84,7,2.464285714,1
A21112114,84,7,2.75,1
F21112103,84,7,2.75,1
H22112275,84,7,3.086309524,1
A11112263,84,6,2.5,1
D11112264,84,6,2.508928571,1
F21112029,84,6,2.517857143,1
L23112602,84,6,2.663690476,1
F31112262,84,6,2.68452381,1
G11112333,84,6,2.741071429,1
F31112266,84,6,2.761904762,1
A21112007,84,6,2.785714286,1
H21112269,84,6,2.842261905,1
G11112339,84,6,2.857142857,1
H31112006,84,6,2.895833333,1
H31112280,84,6,2.898809524,1
A11112285,84,6,2.946428571,1
H31112011,84,6,2.952380952,1
A11112275,84,6,2.955357143,1
F21112300,84,6,3,1
H31112262,84,6,3.005952381,1
G11112013,84,6,3.017857143,1
H31112013,84,6,3.038690476,1
H22112903,84,6,3.053571429,1
H21112263,84,6,3.05952381,1
D42113030,84,6,3.089285714,1
D11115701,84,6,3.163690476,1
H31112253,84,6,3.18452381,1
H21112266,84,6,3.232142857,1
D42113317,84,6,3.30952381,1
L24112605,84,6,3.363095238,1
H31112101,84,6,3.43452381,1
G11109278,84,5,1.160714286,0
G31113011,84,5,1.485119048,0
A21114531,84,5,1.952380952,0
B11114550,84,5,1.952380952,0
D42113517,84,5,2.154761905,1
G21112110,84,5,2.711309524,1
B11112914,84,5,2.797619048,1
L24112001,84,5,2.806547619,1
H31112293,84,5,2.87202381,1
H31112278,84,5,2.970238095,1
H41112303,84,5,3.014880952,1
D42113526,84,5,3.074404762,1
H21112260,84,5,3.139880952,1
H31112288,84,5,3.139880952,1
A11112276,84,5,3.151785714,1
H31112273,84,5,3.151785714,1
D42113309,84,5,3.19047619,1
H31112271,84,5,3.351190476,1
A11112002,84,5,3.428571429,1
H22112271,84,5,3.431547619,1
B11111456,84,5,3.508928571,1
D42113501,84,5,3.62202381,1
H22112270,84,5,3.699404762,1
H22112266,84,5,3.714285714,1
H22112265,84,5,3.75297619,1
E11115018,84,4,1.720238095,0
B11115170,84,4,1.75,0
H22113032,84,4,1.767857143,0
D21116323,84,4,2.520833333,1
H11113508,84,4,2.610119048,1
E13113525,84,4,2.717261905,1
F21116505,84,4,2.857142857,1
D22116312,84,4,3.041666667,1
F11115502,84,4,3.18452381,1
G31114013,84,4,3.199404762,1
D62113009,84,4,3.348214286,1
H31115303,84,4,3.369047619,1
C11113808,84,4,3.419642857,1
H12113319,84,4,3.467261905,1
F21111107,85,9,1.217647059,0
H31111265,85,9,1.744117647,0
L24110260,85,8,0.876470588,0
E13112269,85,8,0.970588235,0
H11111273,85,8,1.305882353,0
H21111007,85,8,1.723529412,0
D33113302,85,8,2.05,1
A31112602,85,8,2.135294118,1
D41113515,85,8,2.361764706,1
B11110161,85,7,1.614705882,0
D51112124,85,7,2.088235294,1
D11112133,85,7,2.261764706,1
M11112027,85,7,2.302941176,1
H11112006,85,7,2.344117647,1
H21112272,85,7,2.355882353,1
D41113308,85,7,2.385294118,1
D21112252,85,7,2.455882353,1
N11112304,85,7,2.479411765,1
D41113509,85,7,2.570588235,1
F61112254,85,7,2.676470588,1
D61112004,85,7,2.729411765,1
E21112906,85,7,3.020588235,1
D41113517,85,6,2.3,1
D41113321,85,6,2.602941176,1
H21112012,85,6,2.688235294,1
H31112902,85,6,2.735294118,1
H31112025,85,6,2.744117647,1
D21112269,85,6,2.814705882,1
D12113505,85,6,2.979411765,1
D41113009,85,6,3.064705882,1
H31112251,85,6,3.076470588,1
H22112252,85,6,3.105882353,1
A21112285,85,6,3.132352941,1
H31112018,85,6,3.185294118,1
H31112009,85,6,3.205882353,1
E41113004,85,6,3.638235294,1
F21113062,85,5,1.347058824,0
J11112003,85,5,2.517647059,1
H31112026,85,5,2.902941176,1
H21112262,85,5,3.091176471,1
D12113011,85,5,3.123529412,1
D12113017,85,5,3.132352941,1
D12113703,85,5,3.15,1
D12113313,85,5,3.176470588,1
B12115509,85,5,3.497058824,1
D12113016,85,5,3.544117647,1
B11114084,85,5,3.632352941,1
B11114064,85,5,3.955882353,1
C11115381,85,4,0.685294118,0
C11115047,85,4,0.691176471,0
E11115315,85,4,1.341176471,0
C11113701,85,4,1.35,0
I11115355,85,4,1.755882353,0
G41114701,85,4,1.779411765,0
N11116545,85,4,2.226470588,1
K11116069,85,4,2.541176471,1
A31115519,85,4,2.732352941,1
B12115015,85,4,2.8,1
N11116542,85,4,2.829411765,1
C11113560,85,4,3.047058824,1
H41115526,85,4,3.241176471,1
E13116518,85,4,3.576470588,1
H12114504,85,4,3.75,1
A31112107,86,10,2.244186047,1
D41112251,86,9,0.808139535,0
D33113011,86,9,1.773255814,0
A31112003,86,9,2.24127907,1
E31112112,86,9,2.319767442,1
B11111365,86,8,1.950581395,1
D62112001,86,8,2.904069767,1
L21112273,86,7,0.848837209,0
D21111304,86,7,1.921511628,1
D41113331,86,7,2.39244186,1
N11112287,86,7,2.430232558,1
D11112902,86,7,2.5,1
D41113301,86,7,2.514534884,1
D42113510,86,7,2.61627907,1
H31112255,86,7,2.665697674,1
F21112024,86,7,2.709302326,1
F41112005,86,7,2.715116279,1
G41112270,86,7,2.845930233,1
D61112268,86,7,2.962209302,1
L11111007,86,6,1.523255814,0
I11113304,86,6,1.531976744,0
D41113019,86,6,1.816860465,1
F91112904,86,6,2.331395349,1
B11111167,86,6,2.375,1
E11112262,86,6,2.848837209,1
H41112334,86,6,2.904069767,1
D42113312,86,6,2.918604651,1
L22112256,86,6,3,1
D42113512,86,6,3.011627907,1
D41113005,86,6,3.031976744,1
H31112272,86,6,3.110465116,1
D42113005,86,6,3.11627907,1
A21112116,86,6,3.148255814,1
L22112010,86,6,3.174418605,1
L22112266,86,6,3.270348837,1
D41111274,86,5,0.261627907,0
A11116702,86,5,1.636627907,0
H31112274,86,5,3.075581395,1
H31112264,86,5,3.084302326,1
D12113305,86,5,3.14244186,1
D12113002,86,5,3.186046512,1
H31112269,86,5,3.229651163,1
H22112288,86,5,3.610465116,1
E41113012,86,5,3.625,1
E41113008,86,5,3.715116279,1
H31112289,86,5,3.761627907,1
E41113007,86,5,3.779069767,1
N11116346,86,4,1.537790698,0
D32116011,86,4,2.476744186,1
A31116330,86,4,2.686046512,1
D41116023,86,4,2.744186047,1
K21116002,86,4,2.904069767,1
Q11116306,86,4,2.944767442,1
F91114008,86,4,3.13372093,1
C13113302,86,4,3.168604651,1
C11113502,86,4,3.38372093,1
N11111271,87,10,1.629310345,0
E41112271,87,9,2.275862069,1
G11111335,87,8,1.206896552,0
B11111295,87,8,1.474137931,0
D32113008,87,8,1.540229885,0
K21110304,87,8,1.847701149,0
G11111251,87,8,1.948275862,0
H41110283,87,8,1.971264368,0
D32113306,87,8,2.034482759,1
B11112272,87,8,2.267241379,1
E12112272,87,8,2.620689655,1
A11112906,87,8,2.681034483,1
F81112258,87,8,2.698275862,1
I11110951,87,7,0.591954023,0
A21112303,87,7,1.00862069,0
B11112386,87,7,1.459770115,0
D61113701,87,7,1.50862069,0
D41113003,87,7,2.077586207,1
G11111331,87,7,2.077586207,1
G11112010,87,7,2.284482759,1
D11112005,87,7,2.396551724,1
A21112296,87,7,2.448275862,1
I11112277,87,7,2.531609195,1
N11112011,87,7,2.686781609,1
A21112101,87,7,2.939655172,1
E51112004,87,6,1.939655172,0
H21112256,87,6,2.701149425,1
L23112260,87,6,2.706896552,1
N11112253,87,6,2.764367816,1
D41113001,87,6,2.951149425,1
H21112280,87,6,2.954022989,1
I11112309,87,6,2.968390805,1
D42113022,87,6,2.988505747,1
H21112273,87,6,3.005747126,1
H21112007,87,6,3.00862069,1
H31112019,87,6,3.022988506,1
N11113529,87,5,1.295977011,0
D21116028,87,5,1.862068966,0
D42113014,87,5,2.813218391,1
D42113322,87,5,2.925287356,1
D42113520,87,5,3.045977011,1
A31116327,87,5,3.32183908,1
D21114523,87,4,0.735632184,0
F31113308,87,4,1.643678161,0
C11114082,87,4,1.985632184,0
A11116524,87,4,2.189655172,1
A21115801,87,4,2.635057471,1
F31113301,87,4,2.695402299,1
A11115329,87,4,2.724137931,1
N11116502,87,4,3.183908046,1
F21113346,87,4,3.347701149,1
D52115318,87,4,3.718390805,1
G31114306,87,4,3.732758621,1
N11111113,88,9,1.786931818,0
D61111275,88,9,1.894886364,0
F81112260,88,9,2.272727273,1
L11111258,88,8,1.599431818,0
I11111358,88,8,1.897727273,0
B11112254,88,8,2.1875,1
L24112902,88,8,2.627840909,1
F21112012,88,8,2.835227273,1
B11112264,88,7,1.125,0
H22112904,88,7,1.247159091,0
D21111276,88,7,1.775568182,0
L22111255,88,7,1.815340909,0
D51112258,88,7,2.036931818,1
H11112285,88,7,2.241477273,1
G41112255,88,7,2.352272727,1
A31112117,88,7,2.375,1
L24112601,88,7,2.630681818,1
I11112335,88,7,2.678977273,1
N11112279,88,7,2.755681818,1
D61112251,88,7,2.860795455,1
L24112277,88,6,1.340909091,0
D41115520,88,6,2.119318182,1
D11111283,88,6,2.329545455,1
D32113309,88,6,2.605113636,1
H31112102,88,6,2.647727273,1
B11112306,88,6,2.661931818,1
H31112022,88,6,2.741477273,1
F21112278,88,6,2.755681818,1
A11112288,88,6,2.829545455,1
H31112260,88,6,3.207386364,1
D12113013,88,6,3.3125,1
H22112251,88,6,3.318181818,1
A11112283,88,6,3.434659091,1
E41113501,88,6,3.565340909,1
E41113009,88,6,3.579545455,1
E41113003,88,6,3.661931818,1
E41113011,88,6,3.738636364,1
E41113010,88,6,3.747159091,1
E41113502,88,6,3.815340909,1
E41113505,88,6,3.840909091,1
E41113303,88,6,3.855113636,1
H22114512,88,5,0.829545455,0
I11116555,88,5,1.386363636,0
D31116016,88,5,1.420454545,0
H31116015,88,5,2.389204545,1
D42113323,88,5,2.877840909,1
N11116333,88,5,3.053977273,1
D12113314,88,5,3.096590909,1
D12113507,88,5,3.125,1
D12113022,88,5,3.153409091,1
D12113024,88,5,3.181818182,1
D12113015,88,5,3.190340909,1
D12113004,88,5,3.278409091,1
B11114302,88,5,3.664772727,1
I11115540,88,4,0.994318182,0
N11113505,88,4,1.113636364,0
H41113032,88,4,1.866477273,0
G41114313,88,4,2.417613636,1
N11116533,88,4,2.545454545,1
F21115304,88,4,2.659090909,1
C11113511,88,4,2.661931818,1
C11113303,88,4,2.690340909,1
C11113087,88,4,2.701704545,1
C11113818,88,4,2.784090909,1
C11113079,88,4,2.798295455,1
C11113055,88,4,2.806818182,1
C11113368,88,4,2.8125,1
C11113859,88,4,2.8125,1
C11113067,88,4,2.829545455,1
C11113312,88,4,2.838068182,1
C11113506,88,4,2.849431818,1
C11113834,88,4,2.855113636,1
C11113081,88,4,2.883522727,1
C11113088,88,4,2.883522727,1
C11113836,88,4,2.894886364,1
C11113089,88,4,2.900568182,1
C11113860,88,4,2.900568182,1
C11113033,88,4,2.90625,1
C11113092,88,4,2.90625,1
C11113093,88,4,2.909090909,1
C11113542,88,4,2.931818182,1
C11113833,88,4,2.9375,1
C11113362,88,4,2.954545455,1
C11113806,88,4,2.957386364,1
C11113829,88,4,2.957386364,1
C11113331,88,4,2.960227273,1
C11113002,88,4,2.965909091,1
C11113503,88,4,2.971590909,1
C11113009,88,4,2.974431818,1
C11113801,88,4,2.974431818,1
C11113844,88,4,2.977272727,1
C11113034,88,4,2.991477273,1
C11113570,88,4,3,1
C11113301,88,4,3.008522727,1
C11113556,88,4,3.017045455,1
C11113805,88,4,3.019886364,1
C11113073,88,4,3.022727273,1
C11113832,88,4,3.03125,1
C11113321,88,4,3.034090909,1
C11113332,88,4,3.036931818,1
C11113845,88,4,3.045454545,1
C11113839,88,4,3.048295455,1
C11113858,88,4,3.051136364,1
C11113005,88,4,3.053977273,1
C11113814,88,4,3.056818182,1
C11113827,88,4,3.065340909,1
C11113535,88,4,3.071022727,1
C11113353,88,4,3.076704545,1
C11113308,88,4,3.082386364,1
C11113086,88,4,3.085227273,1
C11113810,88,4,3.090909091,1
C11113802,88,4,3.09375,1
C11113008,88,4,3.096590909,1
C11113336,88,4,3.099431818,1
C11113505,88,4,3.102272727,1
C11113848,88,4,3.102272727,1
C11113016,88,4,3.105113636,1
C11113837,88,4,3.105113636,1
C11113843,88,4,3.105113636,1
M11116030,88,4,3.105113636,1
C11113325,88,4,3.113636364,1
C11113849,88,4,3.113636364,1
C11113363,88,4,3.116477273,1
C11113842,88,4,3.116477273,1
C11113017,88,4,3.122159091,1
C11113111,88,4,3.139204545,1
C11113804,88,4,3.139204545,1
C11113043,88,4,3.142045455,1
C11113349,88,4,3.142045455,1
C11113851,88,4,3.142045455,1
C11113846,88,4,3.144886364,1
C11113052,88,4,3.147727273,1
C11113319,88,4,3.150568182,1
C11113328,88,4,3.15625,1
C11113340,88,4,3.15625,1
C11113573,88,4,3.15625,1
C11113861,88,4,3.15625,1
C11113068,88,4,3.159090909,1
C11113037,88,4,3.161931818,1
C11113028,88,4,3.167613636,1
C11113011,88,4,3.170454545,1
C11113854,88,4,3.176136364,1
C11113036,88,4,3.178977273,1
C11113840,88,4,3.178977273,1
C11113841,88,4,3.1875,1
C11113819,88,4,3.190340909,1
C11113552,88,4,3.193181818,1
C11113118,88,4,3.198863636,1
C11113029,88,4,3.201704545,1
C11113317,88,4,3.204545455,1
C11113820,88,4,3.207386364,1
C11113004,88,4,3.210227273,1
C11113807,88,4,3.210227273,1
C11113803,88,4,3.213068182,1
C11113040,88,4,3.215909091,1
C11113318,88,4,3.215909091,1
C11113054,88,4,3.21875,1
C11113112,88,4,3.221590909,1
C11113109,88,4,3.224431818,1
C11113122,88,4,3.224431818,1
C11113501,88,4,3.224431818,1
C11113027,88,4,3.230113636,1
C11113847,88,4,3.230113636,1
C11113315,88,4,3.232954545,1
C11113822,88,4,3.232954545,1
C11113107,88,4,3.235795455,1
C11113562,88,4,3.235795455,1
C11113852,88,4,3.235795455,1
C11113019,88,4,3.238636364,1
C11113095,88,4,3.238636364,1
C11113306,88,4,3.238636364,1
C11113558,88,4,3.238636364,1
C11113857,88,4,3.238636364,1
C11113121,88,4,3.241477273,1
C11113060,88,4,3.244318182,1
C11113329,88,4,3.244318182,1
C11113360,88,4,3.244318182,1
C11113828,88,4,3.244318182,1
C11113358,88,4,3.247159091,1
C11113324,88,4,3.25,1
C11113519,88,4,3.25,1
C11113341,88,4,3.258522727,1
C11113369,88,4,3.258522727,1
C11113333,88,4,3.267045455,1
C11113548,88,4,3.269886364,1
C11113351,88,4,3.272727273,1
C11113850,88,4,3.272727273,1
C11113343,88,4,3.278409091,1
C11113071,88,4,3.28125,1
C11113313,88,4,3.28125,1
C11113339,88,4,3.28125,1
C11113361,88,4,3.284090909,1
C11113856,88,4,3.284090909,1
C11113823,88,4,3.286931818,1
C11113013,88,4,3.289772727,1
C11113066,88,4,3.295454545,1
C11113072,88,4,3.295454545,1
C11113311,88,4,3.298295455,1
C11113335,88,4,3.298295455,1
C11113855,88,4,3.298295455,1
C11113355,88,4,3.301136364,1
C11113825,88,4,3.303977273,1
C11113853,88,4,3.303977273,1
C11113549,88,4,3.306818182,1
C11113838,88,4,3.3125,1
C11113352,88,4,3.315340909,1
C11113014,88,4,3.318181818,1
C11113025,88,4,3.318181818,1
C11113809,88,4,3.318181818,1
C11113106,88,4,3.329545455,1
C11113058,88,4,3.338068182,1
C11113830,88,4,3.338068182,1
C11113323,88,4,3.340909091,1
C11113580,88,4,3.34375,1
C11113007,88,4,3.346590909,1
C11113057,88,4,3.346590909,1
C11113035,88,4,3.349431818,1
C11113096,88,4,3.352272727,1
C11113370,88,4,3.352272727,1
C11113512,88,4,3.352272727,1
C11113061,88,4,3.357954545,1
C11113812,88,4,3.357954545,1
C11113083,88,4,3.360795455,1
C11113056,88,4,3.366477273,1
C11113041,88,4,3.372159091,1
C11113824,88,4,3.372159091,1
C11113062,88,4,3.375,1
C11113354,88,4,3.375,1
C11113075,88,4,3.377840909,1
C11113038,88,4,3.386363636,1
C11113322,88,4,3.389204545,1
C11113064,88,4,3.394886364,1
C11113326,88,4,3.394886364,1
C11113815,88,4,3.394886364,1
C11113046,88,4,3.397727273,1
C11113304,88,4,3.400568182,1
C11113045,88,4,3.403409091,1
C11113305,88,4,3.403409091,1
C11113520,88,4,3.403409091,1
C11113817,88,4,3.403409091,1
C11113821,88,4,3.40625,1
C11113059,88,4,3.414772727,1
C11113348,88,4,3.417613636,1
C11113100,88,4,3.423295455,1
C11113050,88,4,3.426136364,1
C11113103,88,4,3.426136364,1
C11113123,88,4,3.426136364,1
C11113524,88,4,3.426136364,1
C11113338,88,4,3.428977273,1
C11113080,88,4,3.431818182,1
C11113048,88,4,3.446022727,1
C11113555,88,4,3.448863636,1
F21116039,88,4,3.454545455,1
C11113307,88,4,3.457386364,1
C11113334,88,4,3.457386364,1
C11113816,88,4,3.457386364,1
C11113065,88,4,3.460227273,1
C11113356,88,4,3.460227273,1
C11113574,88,4,3.463068182,1
C11113117,88,4,3.46875,1
C11113031,88,4,3.474431818,1
C11113581,88,4,3.474431818,1
C11113097,88,4,3.477272727,1
C11113015,88,4,3.485795455,1
C11113099,88,4,3.485795455,1
C11113101,88,4,3.485795455,1
C11113094,88,4,3.488636364,1
C11113063,88,4,3.494318182,1
C11113069,88,4,3.497159091,1
C11113082,88,4,3.497159091,1
C11113110,88,4,3.5,1
C11113074,88,4,3.511363636,1
C11113831,88,4,3.514204545,1
C11113357,88,4,3.517045455,1
C11113119,88,4,3.519886364,1
C11113039,88,4,3.536931818,1
C11113084,88,4,3.536931818,1
C11113813,88,4,3.539772727,1
C11113047,88,4,3.542613636,1
C11113102,88,4,3.542613636,1
C11113826,88,4,3.542613636,1
C11113508,88,4,3.548295455,1
C11113337,88,4,3.551136364,1
C11113021,88,4,3.5625,1
C11113359,88,4,3.565340909,1
C11113042,88,4,3.571022727,1
